timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
01/11/2015 15:00,2499,10.5,10,97,10,4,0,1,2
30/03/2016 19:00,1894,10.5,9.5,60,17,7,0,0,0
28/08/2015 14:00,1712,20,20,51,19.5,2,0,0,1
08/04/2015 01:00,136,11,11,77,6.5,1,0,0,0
17/11/2015 01:00,63,13.5,13.5,91,15,7,0,0,2
23/05/2016 15:00,1540,18,18,44.5,14,2,0,0,0
30/03/2016 21:00,711,9.5,7.5,69,12,2,0,0,0
31/03/2016 15:00,1306,12,12,39.5,14,2,0,0,0
08/11/2016 23:00,185,5,2,84,13,7,0,0,2
04/02/2015 12:00,857,4,0,70,19,3,0,0,3
02/01/2017 05:00,35,3,2.5,93,5,2,1,0,3
12/02/2015 01:00,91,4,2.5,75,6.5,4,0,0,3
08/11/2016 01:00,20,3,0,87,9,3,0,0,2
25/12/2016 16:00,3566,13,13,85,20,3,0,1,3
24/11/2016 12:00,1191,11,11,77,21,3,0,0,2
20/02/2016 04:00,84,10,7,79,24,3,0,1,3
18/11/2016 00:00,206,8,4.5,71,23.5,2,0,0,2
01/04/2015 02:00,46,6.5,1.5,61.5,35,1,0,0,0
30/10/2015 15:00,1390,15.5,15.5,74.5,12,7,0,0,2
15/10/2016 14:00,2638,17,17,57.5,12,2,0,1,2
27/03/2015 06:00,517,5.5,2,73.5,18,1,0,0,0
15/03/2016 18:00,2768,8,5,82,19.5,3,0,0,0
07/03/2015 02:00,206,9,6,66,17,1,0,1,0
20/08/2016 10:00,749,17.5,17.5,75,27,7,0,1,1
11/05/2016 23:00,444,15,15,97,5,1,0,0,0
04/08/2015 12:00,1661,19.5,19.5,54.5,27,3,0,0,1
10/11/2015 09:00,2201,16,16,83,24,3,0,0,2
01/07/2015 18:00,4604,34,34,33,20.5,1,0,0,1
01/11/2016 05:00,151,8.5,8,97,5,1,0,0,2
30/08/2015 09:00,774,17.5,17.5,75,11,4,0,1,1
09/06/2016 17:00,4453,20,20,56,15,1,0,0,1
13/06/2015 22:00,927,18,18,68,8,4,0,1,1
23/08/2016 16:00,2712,30,29,36.5,17,1,0,0,1
21/03/2016 14:00,1023,11,11,54,19.5,3,0,0,0
22/06/2015 23:00,407,14,14,72,21,3,0,0,1
01/09/2015 10:00,606,15.5,15.5,77,11,3,0,0,2
07/01/2016 15:00,838,8,3.5,62,37,2,0,0,3
09/05/2015 03:00,222,13,13,79.5,25,4,0,1,0
06/10/2015 06:00,659,16,16,94,9,2,0,0,2
01/04/2016 01:00,136,5.5,5.5,84,0,1,0,0,0
28/08/2015 22:00,760,16,16,74.5,11,1,0,0,1
08/06/2015 07:00,2267,12.5,12.5,65,7,1,0,0,1
29/06/2016 00:00,248,14,14,88,20,7,0,0,1
03/02/2016 04:00,36,4.5,0.5,75.5,20,1,0,0,3
26/12/2016 17:00,583,7,4.5,66,15,1,1,0,3
11/02/2015 23:00,343,5,2,76,11,4,0,0,3
23/02/2016 11:00,808,8,5,66,19,3,0,0,3
09/07/2016 10:00,1596,21.5,21.5,64.5,19.5,2,0,1,1
25/07/2015 03:00,83,13,13,82,23,7,0,1,1
12/05/2016 02:00,52,15,15,94,6.5,1,0,0,0
18/12/2015 11:00,1045,14,14,72,22,2,0,0,3
22/04/2015 07:00,2512,7.5,5.5,84.5,11,1,0,0,0
23/01/2015 18:00,1946,4.5,1.5,78.5,14,2,0,0,3
19/02/2016 05:00,89,2,-0.5,87,8,1,0,0,3
28/07/2015 15:00,1642,20,20,43,28,1,0,0,1
31/01/2015 18:00,635,5,1,68,22,7,0,1,3
01/08/2015 16:00,3675,21.5,21,40.5,19.5,1,0,1,1
20/11/2016 00:00,53,8,4.5,84.5,25,7,0,1,2
06/09/2016 00:00,190,22,22,83,15,3,0,0,2
03/06/2016 14:00,1320,13,13,77,13,3,0,0,1
23/05/2015 09:00,1075,16,16,70,10,3,0,1,0
01/07/2016 23:00,671,13,13,77,22,1,0,0,1
06/07/2016 00:00,311,16,16,59,15,3,0,0,1
08/08/2016 04:00,52,16.5,16.5,75,23,3,0,0,1
04/10/2015 07:00,183,9.5,8.5,84.5,7,2,0,1,2
24/04/2015 11:00,1145,16.5,16.5,46.5,17,1,0,0,0
06/08/2016 20:00,2118,22.5,22.5,53.5,20.5,1,0,1,1
06/09/2015 12:00,2280,16,16,55,7,2,0,1,2
29/03/2016 11:00,797,10.5,9,52,26,2,0,0,0
01/01/2017 23:00,89,5,2.5,90,10,1,0,1,3
23/10/2016 16:00,2069,12,12,67,23,2,0,1,2
14/06/2016 02:00,56,14,14,94,11,2,0,0,1
27/03/2015 10:00,977,9,7,54,13,2,0,0,0
24/11/2016 10:00,1079,11,11,77,20.5,3,0,0,2
27/06/2016 13:00,1535,20,20,56,25,3,0,0,1
05/07/2015 02:00,531,17.5,17.5,66,11,1,0,1,1
16/12/2015 09:00,2066,14,14,82,26,3,0,0,3
21/09/2016 13:00,1770,22.5,22,47,12,2,0,0,2
29/03/2016 03:00,27,7,4,81,19,4,0,0,0
10/10/2015 13:00,2557,16,16,72,19.5,2,0,1,2
25/11/2016 00:00,221,8,5,76,18.5,1,0,0,2
21/10/2016 03:00,45,10,8,88,15,3,0,0,2
18/06/2016 14:00,2382,16,16,68,16,3,0,1,1
24/01/2015 03:00,121,6.5,3.5,81,18,3,0,1,3
23/07/2015 07:00,2491,15,15,72,13,2,0,0,1
30/07/2016 20:00,2055,21,21,48,12,1,0,1,1
09/05/2016 12:00,1440,23,23,44,19.5,1,0,0,0
22/09/2015 20:00,986,13,13,77,18,1,0,0,2
30/10/2015 10:00,860,15,15,82,15,2,0,0,2
13/09/2015 02:00,389,13,13,77,8,1,0,1,2
25/03/2016 02:00,76,9,6,94,17,7,1,0,0
09/09/2015 03:00,70,14,14,77,9,4,0,0,2
01/07/2016 18:00,2612,16.5,16.5,68,23.5,3,0,0,1
19/11/2015 01:00,108,13.5,13.5,67.5,34,7,0,0,2
13/06/2015 17:00,2623,19.5,19.5,66,20.5,3,0,1,1
16/04/2015 15:00,1455,15,15,51.5,27,1,0,0,0
13/11/2016 00:00,275,10,8,88,13,2,0,1,2
19/01/2015 23:00,247,2,2,81,2,3,0,0,3
23/06/2016 01:00,62,19,19,94,6.5,7,0,0,1
14/06/2016 15:00,911,16.5,16.5,80,19.5,7,0,0,1
27/12/2016 04:00,25,3.5,0.5,84,11,1,1,0,3
19/12/2015 20:00,652,15,15,68,20,1,0,1,3
16/12/2016 14:00,1190,10,9.5,88,5.5,2,0,0,3
04/04/2016 01:00,88,10.5,9.5,91,11,1,0,0,0
18/06/2016 22:00,884,15,15,72,6,1,0,1,1
08/05/2015 11:00,999,15,15,55,13,1,0,0,0
24/10/2016 16:00,1808,13.5,13.5,65,16,2,0,0,2
01/08/2015 06:00,179,13,13,72,10,1,0,1,1
21/11/2016 20:00,808,12,12,82,12,2,0,0,2
03/03/2015 11:00,725,9,5.5,54,27,2,0,0,0
08/11/2015 03:00,263,11,11,91,4,1,0,1,2
22/03/2016 09:00,1969,8.5,8,66,3,1,0,0,0
01/08/2016 00:00,372,19,19,58,7.5,3,0,0,1
06/08/2015 07:00,4793,18,18,80.5,10,3,0,0,1
29/07/2015 20:00,1652,17,17,60,21.5,2,0,0,1
06/11/2016 03:00,137,4,0,70,17,1,0,1,2
30/07/2015 04:00,58,14,14,72,15,1,0,0,1
12/12/2016 21:00,667,12,12,82,18,1,0,0,3
10/09/2015 11:00,1211,19,19,50.5,26,2,0,0,2
23/09/2016 07:00,2325,12,12,77,9,1,0,0,2
27/10/2015 01:00,113,12.5,12.5,91,7,3,0,0,2
19/09/2015 11:00,2299,16.5,16.5,59.5,7.5,2,0,1,2
09/01/2015 03:00,42,11,11,79.5,29,3,0,0,3
29/12/2016 02:00,52,3,0,93,9,1,0,0,3
05/08/2016 03:00,97,16,16,83,16,1,0,0,1
04/12/2015 12:00,1297,12.5,12.5,65,25,2,0,0,3
01/05/2015 18:00,2721,10,7,58,24,2,0,0,0
12/07/2016 04:00,45,14.5,14.5,79.5,11,3,0,0,1
09/08/2015 15:00,3541,26.5,26,32,16,1,0,1,1
09/09/2016 19:00,2277,21,21,69,16,3,0,0,2
23/03/2015 08:00,3719,7.5,4.5,64,18,2,0,0,0
18/01/2016 11:00,610,4,1,75,13,2,0,0,3
21/08/2016 02:00,262,17,17,73,30.5,3,0,1,1
30/09/2016 02:00,113,13.5,13.5,69.5,16,1,0,0,2
09/12/2015 02:00,79,7,4,81,17,1,0,0,3
22/07/2016 03:00,97,19,19,83,6.5,7,0,0,1
09/05/2016 04:00,45,14,14,72,6.5,1,0,0,0
01/06/2015 19:00,1868,13.5,13.5,57,26,2,0,0,1
19/09/2015 14:00,3151,18,18,49,13,2,0,1,2
16/02/2015 02:00,31,2,-0.5,100,7.5,26,0,0,3
10/01/2016 05:00,57,8,5,71,19.5,2,0,1,3
09/12/2016 05:00,109,13,13,88,18.5,4,0,0,3
09/03/2015 12:00,875,9.5,7,84.5,18,3,0,0,0
18/03/2016 19:00,1120,7,4.5,81,13,3,0,0,0
03/06/2016 22:00,640,12,12,94,6.5,3,0,0,1
06/04/2016 09:00,1409,10,7,85,24,3,0,0,0
24/07/2015 14:00,293,15,15,88,19,7,0,0,1
26/12/2015 09:00,439,15,15,72,30,2,0,1,3
18/08/2015 17:00,4065,19,19,54,22,1,0,0,1
20/09/2015 13:00,2917,19,19,56,19,2,0,1,2
28/02/2015 06:00,79,7,3,84,26,3,0,1,3
11/11/2016 13:00,1354,11,11,52,5.5,1,0,0,2
27/09/2015 17:00,2518,16.5,16.5,61,24,2,0,1,2
16/04/2016 14:00,1188,6.5,3.5,73.5,17,7,0,1,0
18/09/2015 19:00,1699,16,16,72,4,2,0,0,2
14/02/2016 14:00,1409,6.5,3,57,20,3,0,1,3
22/09/2016 11:00,1333,19,19,60,16,2,0,0,2
22/03/2016 07:00,2183,5.5,4.5,78.5,6,1,0,0,0
07/10/2016 07:00,2175,14,14,72,11,3,0,0,2
23/09/2015 04:00,41,11,11,85,18,1,0,0,2
23/12/2016 16:00,1017,11,11,82,33,4,0,0,3
30/09/2015 23:00,474,13,13,82,6.5,1,0,0,2
20/07/2016 22:00,1267,22.5,22.5,57,15,1,0,0,1
10/11/2015 10:00,994,17,17,77,22,3,0,0,2
30/06/2016 08:00,4444,16,16,83,12,3,0,0,1
21/01/2015 15:00,759,3,-1,87,18,4,0,0,3
06/06/2016 22:00,794,14,14,82,14,1,0,0,1
11/11/2015 19:00,1843,14,14,77,18,2,0,0,2
24/03/2016 01:00,150,8.5,6.5,64,12,4,0,0,0
14/06/2016 01:00,93,15,15,94,15.5,7,0,0,1
22/06/2016 22:00,960,21,21,78,5,1,0,0,1
10/03/2015 17:00,3220,11,11,44,10,1,0,0,0
08/06/2015 08:00,4507,14,14,63,7,1,0,0,1
22/06/2016 19:00,2648,22,22,69,10,3,0,0,1
04/04/2015 15:00,1209,8.5,5.5,68.5,18.5,4,0,1,0
16/06/2016 01:00,190,14,14,82,8,3,0,0,1
03/01/2016 14:00,185,9.5,6.5,84.5,24,7,0,1,3
21/08/2015 19:00,2321,24,24,57,12,1,0,0,1
26/06/2016 17:00,2608,19.5,19.5,56,28,2,0,1,1
11/07/2016 19:00,2449,18,18,78,19.5,2,0,0,1
20/02/2016 16:00,528,11.5,11.5,91,32,7,0,1,3
18/08/2016 02:00,90,16,16,83,6,1,0,0,1
27/02/2015 21:00,504,6,3.5,76,12,1,0,0,3
18/05/2015 17:00,3508,15.5,15.5,45,36,1,0,0,0
13/04/2016 14:00,1325,17,17,34,11,1,0,0,0
15/07/2016 09:00,2421,17.5,17.5,60,14,1,0,0,1
28/05/2016 19:00,2251,16.5,16.5,70,16,1,0,1,0
28/01/2015 13:00,629,6.5,1.5,71,38,7,0,0,3
13/02/2016 22:00,183,5,2,84,13,7,0,1,3
23/01/2015 19:00,1126,6,2.5,76,18.5,2,0,0,3
17/01/2016 09:00,396,2,1,87,5.5,1,0,1,3
26/07/2016 11:00,1401,21.5,21.5,51.5,8,2,0,0,1
06/10/2016 04:00,57,12.5,12.5,58.5,18,3,0,0,2
08/03/2015 10:00,1390,12,12,69.5,19.5,2,0,1,0
14/05/2016 19:00,1955,12.5,12.5,47.5,12,1,0,1,0
04/02/2016 08:00,3814,10,7,82,28,3,0,0,3
15/05/2016 23:00,356,11,11,79.5,15,1,0,1,0
12/11/2015 19:00,1722,15,15,77,21,2,0,0,2
06/02/2016 22:00,172,10,6,88,37,7,0,1,3
15/09/2015 02:00,80,12,12,72,16,1,0,0,2
13/01/2016 03:00,22,6,2,73.5,24,3,0,0,3
20/04/2016 16:00,2114,12,12,56,26,1,0,0,0
10/01/2015 14:00,1358,9,4.5,54,42.5,3,0,1,3
16/09/2016 06:00,242,18.5,18.5,91,16,10,0,0,2
06/12/2016 21:00,801,11,11,88,10,2,0,0,3
12/05/2015 22:00,681,13.5,13.5,44,20,1,0,0,0
18/10/2016 23:00,361,10.5,9,69,27,1,0,0,2
24/01/2015 20:00,526,4.5,1.5,70,13,1,0,1,3
14/02/2015 00:00,175,8,5.5,87,15,7,0,1,3
13/06/2016 21:00,754,17,17,75,7.5,3,0,0,1
30/04/2015 15:00,1389,14.5,14.5,37.5,19.5,1,0,0,0
21/07/2015 11:00,1359,22.5,22.5,51.5,18.5,2,0,0,1
21/04/2016 13:00,1316,13.5,13.5,57,29,1,0,0,0
11/05/2016 08:00,4162,15,15,94,12,3,0,0,0
08/07/2016 03:00,93,17,17,75,13,1,0,0,1
11/06/2015 03:00,61,11,11,82,6.5,1,0,0,1
13/03/2016 18:00,977,5,2,81,17,1,0,1,0
17/03/2016 21:00,598,6,4,73.5,8,1,0,0,0
06/01/2015 03:00,19,8,5.5,76,14,4,0,0,3
08/09/2016 18:00,4608,22.5,21.5,44,24,1,0,0,2
27/10/2015 22:00,658,15,15,88,8.5,7,0,0,2
28/09/2016 23:00,516,17.5,17.5,85.5,26,3,0,0,2
10/09/2015 17:00,4013,18.5,18.5,62,27,2,0,0,2
17/10/2015 21:00,583,12,12,82,9,4,0,1,2
26/03/2016 03:00,79,9,7.5,76,10,1,0,1,0
04/05/2015 02:00,152,13.5,13.5,77,21,7,1,0,0
03/12/2016 17:00,1070,7,4.5,71,16,3,0,1,3
21/03/2016 08:00,3643,9,8,76,9,3,0,0,0
30/11/2016 20:00,969,4,1,63,13,1,0,0,2
25/09/2016 10:00,1401,17,17,73,22,2,0,1,2
31/05/2015 01:00,345,12,12,79.5,14,7,0,1,0
30/04/2016 13:00,2178,12,12,35,15,1,0,1,0
25/11/2016 13:00,1397,12,12,42.5,25,1,0,0,2
03/05/2015 01:00,330,11,11,94,15,3,0,1,0
25/07/2016 17:00,4825,23,22,41,24,1,0,0,1
04/12/2015 04:00,55,9,6,71,23,1,0,0,3
01/01/2016 07:00,96,3,0,87,12,1,1,0,3
10/06/2016 17:00,4421,21.5,21.5,51.5,15.5,1,0,0,1
16/01/2016 01:00,231,3,-1,81,16,3,0,1,3
21/02/2015 23:00,303,4,1,75,15,1,0,1,3
21/05/2016 14:00,2454,18,18,62,28,3,0,1,0
13/06/2016 15:00,859,17,17,80.5,21.5,7,0,0,1
24/05/2016 04:00,60,9,8.5,87,5,1,0,0,0
14/05/2015 06:00,727,9.5,7,84.5,17,2,0,0,0
25/01/2016 21:00,587,10,7,67,20,1,0,0,3
08/09/2015 00:00,201,13,13,77,5,3,0,0,2
30/12/2016 07:00,343,3,0,100,11,4,0,0,3
26/08/2016 08:00,3734,20.5,20.5,66.5,6.5,2,0,0,1
03/07/2015 23:00,712,18.5,18.5,83,24,7,0,0,1
06/10/2015 01:00,70,16,16,94,12,7,0,0,2
25/08/2016 23:00,657,23.5,23.5,76,3,1,0,0,1
20/01/2015 15:00,897,4,1,75,13,2,0,0,3
20/01/2015 22:00,447,4,0.5,70,17.5,1,0,0,3
07/09/2015 09:00,2076,14,14,72.5,6.5,1,0,0,2
19/09/2016 11:00,1126,20,20,56,6,2,0,0,2
04/05/2016 17:00,4312,17,17,38,17,1,0,0,0
16/02/2015 09:00,1637,6.5,4.5,93,8,3,0,0,3
13/12/2015 19:00,601,10,10,94,6,3,0,1,3
13/06/2016 05:00,145,15,15,88,18,2,0,0,1
17/04/2016 01:00,292,4,4,81,4,1,0,1,0
26/09/2015 21:00,598,13.5,13.5,69.5,10,1,0,1,2
24/02/2016 11:00,827,7,5.5,51.5,8,2,0,0,3
04/12/2016 07:00,118,2.5,1,90,7.5,1,0,1,3
24/11/2015 22:00,501,8,5,82,18.5,3,0,0,2
19/11/2015 20:00,988,10.5,9.5,82.5,19.5,2,0,0,2
08/09/2015 08:00,4557,12.5,12.5,82.5,10,3,0,0,2
18/10/2016 16:00,1983,13.5,13.5,49.5,28,2,0,0,2
09/02/2016 16:00,1349,7,3,53,23,2,0,0,3
26/11/2015 15:00,1136,11,11,77,8,3,0,0,2
17/08/2016 03:00,67,14,14,88,6,2,0,0,1
26/04/2016 13:00,974,8,5,53.5,18,10,0,0,0
30/04/2015 17:00,3341,14.5,14.5,39,20.5,1,0,0,0
16/09/2015 13:00,258,14,14,91,15,7,0,0,2
16/03/2016 17:00,2826,7,3,61,26.5,3,0,0,0
15/05/2015 05:00,101,9,7,82,12,4,0,0,0
03/04/2016 03:00,99,9,8,90.5,8,7,0,1,0
05/07/2015 17:00,2771,22,21,47,26,2,0,1,1
26/09/2016 21:00,873,14.5,14.5,77,7,1,0,0,2
02/11/2015 06:00,559,8.5,7.5,97,8,4,0,0,2
