timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
11/03/2016 19:00,1195,6,4,78.5,9,1,0,0,0
10/08/2015 15:00,1402,23.5,23.5,63,21,7,0,0,1
16/03/2016 14:00,912,9,5,54,30.5,2,0,0,0
04/07/2016 05:00,160,13,13,91,9,1,0,0,1
15/06/2016 23:00,603,14,14,82,11,1,0,0,1
29/01/2016 16:00,1411,12,12,82,31,3,0,0,3
27/04/2016 20:00,934,5.5,3,73,14,7,0,0,0
16/06/2016 11:00,1125,18,18,62,12,3,0,0,1
18/11/2016 07:00,1935,5,1,76,24,1,0,0,2
16/03/2015 08:00,1984,6.5,3.5,90,14,3,0,0,0
11/07/2015 13:00,3232,23.5,23.5,50,26,3,0,1,1
12/06/2016 15:00,1745,19.5,19.5,73.5,11,2,0,1,1
16/04/2016 09:00,824,6,3,76,19,3,0,1,0
30/01/2015 16:00,1452,6,2.5,71,16.5,2,0,0,3
04/04/2015 09:00,478,8.5,6,81.5,18.5,3,0,1,0
29/06/2016 10:00,1139,17,17,64,26,3,0,0,1
01/11/2015 09:00,752,7.5,6.5,96.5,6,4,0,1,2
18/04/2016 04:00,41,5.5,2.5,73.5,13,1,0,0,0
11/03/2015 22:00,629,9,8,82,6,4,0,0,0
21/07/2016 15:00,1887,25,25,42,9,1,0,0,1
13/03/2016 23:00,158,5,2,84,14,4,0,1,0
17/08/2016 17:00,5016,23.5,23.5,45.5,18,1,0,0,1
06/12/2016 04:00,45,3.5,2.5,96.5,5.5,4,0,0,3
31/10/2016 01:00,115,12.5,12.5,97,8,3,0,0,2
13/11/2015 04:00,52,11.5,11.5,69.5,27,1,0,0,2
16/07/2016 08:00,554,18.5,18.5,80.5,19.5,3,0,1,1
08/04/2016 14:00,1194,12,12,56,11,3,0,0,0
17/08/2016 20:00,2032,19,19,68,13,1,0,0,1
11/10/2016 23:00,378,11.5,11.5,77,3,4,0,0,2
20/02/2016 07:00,171,9.5,6.5,79,21,2,0,1,3
27/02/2015 06:00,474,2.5,-1,81,12,1,0,0,3
22/11/2016 23:00,341,8.5,7,84.5,8,4,0,0,2
25/11/2015 05:00,89,9,5.5,76,25,7,0,0,2
28/04/2016 05:00,112,3,1,93,7.5,1,0,0,0
23/03/2016 22:00,520,9,8,62,6.5,4,0,0,0
07/01/2015 09:00,1714,8,5,76,19,3,0,0,3
02/04/2015 21:00,545,9.5,7.5,71.5,14,1,0,0,0
23/08/2016 19:00,2961,27.5,27.5,46.5,11,1,0,0,1
05/05/2016 04:00,43,8,7,79,6.5,1,0,0,0
19/09/2016 14:00,1454,20,20,58,7,2,0,0,2
04/07/2015 12:00,2848,26,26,51,19,1,0,1,1
11/01/2015 08:00,241,5,0,66,29.5,1,0,1,3
25/05/2016 22:00,608,12,12,77,8,4,0,0,0
16/10/2016 02:00,269,10,9.5,94,6.5,1,0,1,2
13/05/2015 11:00,1150,16.5,16.5,39.5,7.5,1,0,0,0
27/04/2016 03:00,27,4,1,81,13,1,0,0,0
27/11/2016 14:00,1470,9,7.5,66,10,3,0,1,2
19/07/2016 17:00,5304,31,30.5,39.5,18,1,0,0,1
30/12/2016 09:00,693,3.5,1.5,96.5,7,4,0,0,3
22/02/2016 22:00,365,7.5,5,55,13,1,0,0,3
07/04/2015 00:00,144,6.5,4.5,78.5,12,1,0,0,0
16/11/2016 19:00,1235,11,11,88,16,7,0,0,2
26/04/2016 15:00,1014,8.5,4.5,45,27.5,2,0,0,0
13/10/2016 05:00,82,9,7,87,13,7,0,0,2
01/05/2015 06:00,530,7,5,76,10,1,0,0,0
10/10/2015 02:00,333,10.5,10.5,85,5,2,0,1,2
27/05/2015 14:00,1693,20,20,38,16,1,0,0,0
22/08/2016 21:00,933,20.5,20.5,62,15,1,0,0,1
21/09/2015 07:00,2324,15,15,82,10,2,0,0,2
31/08/2016 02:00,94,17,17,73,6.5,1,0,0,1
05/12/2016 10:00,883,4.5,2.5,87,7,1,0,0,3
31/08/2015 05:00,116,15.5,15.5,91,8,7,1,0,1
06/03/2016 05:00,52,2.5,-1.5,84,16,1,0,1,0
19/09/2015 23:00,695,13.5,13.5,82,0,1,0,1,2
04/01/2015 04:00,47,2,0,93,6.5,1,0,1,3
07/11/2016 23:00,104,4,1,84,11,1,0,0,2
30/06/2015 04:00,58,16,16,72,9,1,0,0,1
27/08/2016 10:00,1485,23,23,65,22,1,0,1,1
07/01/2016 21:00,507,6,2,66,26,1,0,0,3
19/12/2016 01:00,127,7,5.5,87,8,4,0,0,3
10/02/2016 14:00,900,9,6,62,19.5,2,0,0,3
19/01/2015 04:00,36,0.5,-1,93,4.5,3,0,0,3
06/06/2016 13:00,1663,19,19,62,20,1,0,0,1
01/04/2015 12:00,1094,10,6,48.5,38,2,0,0,0
15/12/2016 10:00,1050,9.5,7.5,91,15,4,0,0,3
25/11/2015 17:00,2857,9,7.5,66,9,2,0,0,2
20/05/2015 21:00,928,13,13,53,12,1,0,0,0
29/12/2015 04:00,30,13,13,74.5,19.5,2,0,0,3
28/07/2016 00:00,400,19.5,19.5,62,9.5,3,0,0,1
17/08/2015 14:00,1621,20,20,40,16,1,0,0,1
06/09/2016 15:00,1732,24,24,69,11,3,0,0,2
09/05/2015 22:00,738,13.5,13.5,53,12,2,0,1,0
12/06/2015 17:00,3787,23,23,59,14,1,0,0,1
04/11/2015 16:00,1654,15,15,79.5,9,2,0,0,2
28/12/2016 21:00,316,3,1,93,9.5,1,0,0,3
05/11/2015 02:00,56,14.5,14.5,91,6.5,7,0,0,2
16/05/2015 04:00,121,13,13,82,20,4,0,1,0
23/08/2015 03:00,353,19.5,19.5,71,18,1,0,1,1
30/07/2015 19:00,2583,18,18,49,9,1,0,0,1
21/01/2015 17:00,2503,3,-0.5,84,14,4,0,0,3
29/12/2016 22:00,277,2,2,93,3,1,0,0,3
02/02/2016 00:00,112,10,6,62,35,2,0,0,3
23/02/2015 05:00,94,6,3,76,14,7,0,0,3
02/02/2015 17:00,2534,2,-1.5,65,11,1,0,0,3
27/09/2015 17:00,2518,16.5,16.5,61,24,2,0,1,2
10/06/2016 03:00,151,13.5,13.5,88,6,1,0,0,1
14/10/2016 20:00,1071,12,12,77,8,2,0,0,2
18/11/2016 13:00,1280,8,5,62,22,1,0,0,2
26/10/2016 15:00,1567,16,16,65.5,19,2,0,0,2
19/06/2015 18:00,3444,20,20,49,16,2,0,0,1
02/05/2015 16:00,2004,12,12,67,29,4,0,1,0
19/05/2016 18:00,3752,17.5,17.5,47,23,2,0,0,0
15/06/2015 08:00,4447,13,13,67,21,3,0,0,1
05/09/2015 02:00,291,13.5,13.5,67.5,12,4,0,1,2
18/04/2016 17:00,3533,12,12,52.5,19.5,3,0,0,0
10/05/2015 05:00,98,10.5,10.5,91,4,3,0,1,0
08/03/2015 05:00,70,7.5,5,87,12,2,0,1,0
10/12/2016 19:00,298,13,13,88,26,7,0,1,3
12/03/2015 04:00,30,6,4,87,9,1,0,0,0
14/03/2016 05:00,100,5,2,81,14,3,0,0,0
29/10/2015 06:00,643,12,12,88,13,2,0,0,2
22/05/2015 16:00,2309,18.5,18.5,62,14,3,0,0,0
24/12/2015 13:00,734,11,11,72,31,2,0,0,3
15/07/2015 08:00,3423,19,19,88,11,3,0,0,1
03/05/2015 14:00,1827,18.5,18.5,66,25,3,0,1,0
21/12/2016 04:00,43,9.5,7.5,84.5,17,4,0,0,3
15/12/2016 17:00,2685,10,8,85,11,1,0,0,3
19/04/2016 01:00,76,10.5,9.5,69,13,4,0,0,0
27/01/2015 02:00,30,5,2,76,14,1,0,0,3
31/05/2015 20:00,821,13.5,13.5,42.5,27.5,1,0,1,0
09/04/2016 20:00,701,8,4.5,59.5,20.5,2,0,1,0
14/05/2015 13:00,321,10,6,85,35,7,0,0,0
13/10/2015 14:00,1199,13,13,55,18.5,3,0,0,2
27/12/2016 16:00,849,6,6,78.5,3,1,1,0,3
22/04/2015 11:00,1093,13,13,63,26,2,0,0,0
12/02/2015 20:00,911,4,3,70,6,4,0,0,3
27/09/2016 08:00,5023,17,17,73,14,2,0,0,2
23/04/2016 11:00,1574,8,5,62,22,2,0,1,0
16/08/2015 13:00,2617,19,19,56,13,2,0,1,1
15/08/2016 01:00,208,16,16,74.5,6.5,1,0,0,1
02/03/2016 12:00,563,6,1,78.5,35,7,0,0,0
01/06/2015 14:00,1061,14,14,59,26,2,0,0,1
23/06/2015 20:00,1730,18.5,18.5,54,13,1,0,0,1
21/02/2016 16:00,1320,15,15,72,34,3,0,1,3
04/08/2016 01:00,176,17,17,73,21,3,0,0,1
10/01/2015 09:00,619,14,14,77,48,3,0,1,3
24/09/2016 02:00,342,14.5,14.5,74.5,6.5,2,0,1,2
22/11/2015 16:00,1011,6,3.5,73.5,11,2,0,1,2
22/06/2015 22:00,645,14.5,14.5,72.5,20,3,0,0,1
05/03/2015 08:00,3807,5.5,2.5,68,14,1,0,0,0
12/10/2016 18:00,3661,14,14,65,19.5,2,0,0,2
10/09/2016 16:00,979,19.5,19.5,85.5,18,7,0,1,2
09/04/2016 11:00,1367,10.5,9.5,60.5,17,3,0,1,0
13/08/2016 19:00,3178,24,24,45.5,17,1,0,1,1
17/02/2015 18:00,2574,6.5,5.5,59,6,2,0,0,3
23/06/2016 02:00,18,19,19,94,10,7,0,0,1
12/10/2016 21:00,766,11.5,11.5,85,11,7,0,0,2
23/02/2015 22:00,324,6,1,68.5,30.5,2,0,0,3
19/06/2016 12:00,2982,20,20,53,21,2,0,1,1
11/06/2016 08:00,709,18,18,70.5,6.5,1,0,1,1
24/01/2015 08:00,318,4.5,1,75.5,16,1,0,1,3
28/11/2015 11:00,1362,8.5,4.5,64,26,1,0,1,2
29/11/2016 13:00,1085,7,4.5,57,15,1,0,0,2
29/12/2015 06:00,154,12.5,12.5,72,21.5,2,0,0,3
08/08/2016 07:00,2198,16.5,16.5,61.5,22,2,0,0,1
06/02/2016 22:00,172,10,6,88,37,7,0,1,3
29/10/2016 12:00,2297,16,16,77,0,3,0,1,2
03/04/2016 20:00,458,11,11,88,14,7,0,1,0
14/03/2015 08:00,452,5.5,1.5,73.5,19.5,1,0,1,0
12/09/2016 03:00,52,15,15,79.5,7,1,0,0,2
16/03/2015 05:00,68,6,4,87,9,7,0,0,0
13/10/2015 05:00,142,9,7,82,14,3,0,0,2
01/02/2015 12:00,1117,5,0,66,30,3,0,1,3
09/09/2016 18:00,3437,21.5,21.5,67,20,3,0,0,2
18/10/2016 08:00,4702,12.5,12.5,79.5,18.5,2,0,0,2
14/09/2015 20:00,1002,13,13,72,18.5,1,0,0,2
16/07/2016 07:00,313,18,18,83,18.5,3,0,1,1
27/12/2015 07:00,72,14,14,85,26,7,0,1,3
28/08/2016 14:00,1853,21,21,66.5,26,2,0,1,1
25/02/2015 07:00,1120,7.5,5.5,90,11,7,0,0,3
20/04/2016 11:00,1026,12,12,58,25,2,0,0,0
25/11/2016 17:00,2955,8.5,6.5,73.5,14,1,0,0,2
27/12/2015 18:00,575,14,14,85,14,3,0,1,3
14/10/2015 10:00,1149,11,11,72,17,2,0,0,2
22/01/2016 06:00,542,6.5,4,73.5,13,3,0,0,3
21/07/2016 23:00,876,20,20,78,8,3,0,0,1
20/10/2016 08:00,4693,12,12,82,12,3,0,0,2
06/06/2015 09:00,1172,15.5,15.5,48,26,2,0,1,1
04/09/2015 14:00,1255,15.5,15.5,61,17,3,0,0,2
24/10/2015 04:00,173,13,13,72,9,4,0,1,2
20/07/2016 07:00,2748,25,25,57,13,1,0,0,1
26/11/2015 13:00,1176,11,11,77,9,2,0,0,2
18/12/2015 03:00,149,13,13,77,18,4,0,0,3
16/12/2016 09:00,2334,9,7,94,12,4,0,0,3
30/01/2015 03:00,60,3.5,-0.5,75.5,17,1,0,0,3
14/10/2016 16:00,2236,13.5,13.5,67.5,20.5,3,0,0,2
26/06/2016 04:00,163,14,14,85,14,3,0,1,1
15/03/2015 21:00,280,6,3,81,14,3,0,1,0
03/06/2016 23:00,549,12,12,94,6,3,0,0,1
25/07/2015 02:00,111,13,13,88,19.5,7,0,1,1
25/03/2015 18:00,2788,9,9,46.5,4,1,0,0,0
03/12/2016 05:00,76,6,5.5,81,3,4,0,1,3
17/04/2015 19:00,1712,10.5,9,69,22,1,0,0,0
07/07/2016 23:00,215,19,19,68,16,1,0,0,1
25/10/2015 21:00,484,7,5,84,11,1,0,1,2
16/07/2016 17:00,3279,26,26,54,19,2,0,1,1
07/01/2016 11:00,228,10,6.5,88,28.5,10,0,0,3
25/06/2016 03:00,229,15,15,77,13,1,0,1,1
04/09/2016 03:00,231,19,19,83,24,2,0,1,2
14/01/2016 05:00,88,3.5,-0.5,87,18,2,0,0,3
15/05/2016 17:00,3063,16,16,42,18,1,0,1,0
11/11/2016 20:00,812,7,4,76,16,2,0,0,2
15/11/2015 22:00,378,14,14,69.5,28,4,0,1,2
27/08/2016 09:00,1026,21.5,21.5,67,22,1,0,1,1
13/06/2016 06:00,710,15,15,88,18,3,0,0,1
02/06/2015 02:00,51,13,13,82,36,7,0,0,1
18/09/2015 03:00,76,13.5,13.5,85,8,2,0,0,2
05/12/2015 04:00,159,12,12,69.5,35,1,0,1,3
24/05/2016 02:00,69,10,8.5,85,9,3,0,0,0
02/04/2016 05:00,94,9,7,68.5,11,1,0,1,0
18/06/2015 00:00,353,19.5,19.5,78,21,7,0,0,1
21/05/2016 01:00,385,14,14,77,18.5,3,0,1,0
05/10/2016 20:00,1316,13,13,65,22,2,0,0,2
04/12/2016 13:00,1623,8,4,59.5,28,1,0,1,3
30/05/2016 20:00,1089,16,16,61,24,1,1,0,0
21/03/2016 22:00,402,7.5,7,71,5,1,0,0,0
03/12/2015 13:00,1144,13,13,77,19,2,0,0,3
11/11/2015 19:00,1843,14,14,77,18,2,0,0,2
03/08/2015 00:00,376,18,18,64,20,1,0,0,1
01/03/2015 07:00,136,8,5,71,20.5,2,0,1,0
03/08/2016 14:00,1795,23,23,53,27,2,0,0,1
16/09/2016 18:00,2700,18,18,62,17.5,2,0,0,2
11/01/2016 04:00,15,7.5,4,87,23.5,26,0,0,3
09/02/2015 04:00,39,4.5,1.5,87,13,4,0,0,3
11/02/2016 02:00,50,3,0,87,9,1,0,0,3
02/07/2016 23:00,894,15,15,70,20,1,0,1,1
17/07/2016 22:00,1050,23,23,65,17.5,1,0,1,1
05/05/2016 00:00,60,11,11,50,5,1,0,0,0
09/12/2015 03:00,58,7,4,81,17,1,0,0,3
12/04/2016 03:00,11,9,7,87,14,7,0,0,0
20/11/2015 14:00,1068,10,7,56,24,7,0,0,2
30/09/2016 08:00,4551,13.5,13.5,74.5,14,1,0,0,2
24/01/2015 10:00,1086,5.5,1.5,68,24,1,0,1,3
09/10/2015 19:00,1763,13,13,77,9,1,0,0,2
10/10/2016 11:00,1131,11.5,11.5,69.5,15,2,0,0,2
09/09/2015 09:00,2029,14.5,14.5,79.5,7,3,0,0,2
08/05/2016 04:00,128,13,13,77,8.5,1,0,1,0
30/07/2015 21:00,1189,16,16,61,12,1,0,0,1
25/11/2016 18:00,2303,8,6,76,13,1,0,0,2
06/01/2016 14:00,809,8,7,87,6,3,0,0,3
18/02/2016 23:00,383,3.5,0.5,72.5,11,1,0,0,3
04/09/2015 16:00,1970,16,16,55,16,3,0,0,2
30/05/2015 09:00,1031,13,13,59,18.5,2,0,1,0
14/09/2016 03:00,47,20.5,20.5,80.5,7,1,0,0,2
02/03/2015 17:00,2739,8,4,40,31.5,2,0,0,0
15/06/2016 09:00,2485,17.5,17.5,62,19,2,0,0,1
02/07/2016 03:00,208,12,12,77,21,2,0,1,1
02/07/2015 23:00,785,19,19,68,13,1,0,0,1
25/04/2016 04:00,69,7,4,81,16,2,0,0,0
01/04/2016 00:00,216,6.5,6.5,78.5,2,1,0,0,0
16/02/2016 14:00,1004,8,5,53,16,2,0,0,3
26/08/2016 23:00,815,21,21,50,8,1,0,0,1
13/05/2016 08:00,4356,13,13,79.5,16,3,0,0,0
25/11/2015 22:00,570,7,5.5,90,7,1,0,0,2
05/10/2016 13:00,1518,16,16,48,39,2,0,0,2
08/09/2016 17:00,4540,23,22.5,42.5,26,1,0,0,2
16/07/2016 15:00,3573,26.5,26.5,52.5,21,2,0,1,1
05/10/2016 16:00,2185,15,15,53,39,1,0,0,2
02/12/2015 14:00,1040,13.5,13.5,74.5,24,3,0,0,3
10/03/2015 07:00,2179,7,5.5,81,8,1,0,0,0
13/09/2015 04:00,175,12,12,82,6.5,1,0,1,2
11/07/2015 09:00,1237,22,22,55,19,2,0,1,1
26/07/2016 21:00,1419,21,21,58.5,16,2,0,0,1
08/10/2015 06:00,646,8.5,6.5,84.5,14,2,0,0,2
26/08/2016 11:00,1424,24.5,24.5,52.5,12,2,0,0,1
26/12/2015 13:00,918,15,15,72,27.5,3,0,1,3
11/05/2016 04:00,30,15,15,94,10,7,0,0,0
06/05/2016 15:00,2091,21,21,40.5,21,1,0,0,0
08/04/2016 00:00,183,7.5,5.5,84.5,12,2,0,0,0
12/08/2015 08:00,4282,17,17,77,12,3,0,0,1
23/11/2015 21:00,581,7.5,5.5,68.5,13,1,0,0,2
21/06/2015 13:00,2679,19,19,46,23,3,0,1,1
26/01/2015 02:00,34,9,6,87,21.5,4,0,0,3
25/03/2015 21:00,662,6,4,61,8,1,0,0,0
24/10/2015 22:00,394,10,8,88,13,1,0,1,2
11/11/2015 18:00,3009,14.5,14.5,74.5,19.5,3,0,0,2
13/09/2015 17:00,2282,15.5,15.5,65.5,19,2,0,1,2
16/12/2016 13:00,1361,10,9.5,85,7.5,4,0,0,3
05/07/2015 20:00,1506,20,20,49,20,1,0,1,1
04/03/2016 01:00,44,8,5,87,19,7,0,0,0
29/07/2016 03:00,87,18,18,83,17,2,0,0,1
11/09/2015 11:00,1237,19,19,56,22,2,0,0,2
17/05/2015 18:00,2233,16,16,45,17,2,0,1,0
09/11/2016 16:00,1431,9,6,73.5,21,3,0,0,2
25/01/2015 16:00,1238,8,5,71,18,3,0,1,3
18/07/2015 10:00,1807,19.5,19.5,42,18,2,0,1,1
08/01/2016 17:00,2060,8,6,84.5,12,7,0,0,3
17/03/2015 10:00,880,7.5,6,90,7.5,7,0,0,0
21/04/2016 01:00,100,8,5,87,15,1,0,0,0
02/12/2016 03:00,49,5,3,87,9,4,0,0,3
27/01/2015 18:00,2750,8,6,71,11,3,0,0,3
27/10/2015 18:00,3285,15.5,15.5,77,9,7,0,0,2
29/06/2015 11:00,1304,22.5,21.5,41,15,1,0,0,1
24/08/2015 18:00,2141,17,17,85.5,15,7,0,0,1
30/04/2016 14:00,2171,12.5,12.5,34,18,1,0,1,0
05/07/2016 22:00,1023,17.5,17.5,54,8.5,3,0,0,1
05/04/2015 23:00,305,7,7,71,2,1,0,1,0
11/11/2016 08:00,3971,5.5,5.5,84,4,1,0,0,2
19/11/2015 05:00,111,12,12,77,19.5,2,0,0,2
13/02/2016 14:00,819,5,0.5,81,25,7,0,1,3
14/04/2016 01:00,115,12,12,69.5,5,1,0,0,0
20/05/2015 22:00,704,12.5,12.5,56.5,8,1,0,0,0
23/07/2016 22:00,1260,21.5,21.5,62.5,14,1,0,1,1
01/09/2015 23:00,342,14,14,88,6.5,1,0,0,2
06/11/2015 06:00,563,14,14,88,15,3,0,0,2
17/08/2015 03:00,69,15.5,15.5,74.5,5.5,1,0,0,1
16/06/2015 23:00,506,18,18,68,14,1,0,0,1
25/03/2015 11:00,702,7.5,5,66.5,15,7,0,0,0
03/03/2016 19:00,1363,7.5,5,73.5,15,1,0,0,0
28/10/2016 12:00,1723,16,16,68,12,2,0,0,2
14/04/2015 05:00,96,9.5,7.5,79,12,1,0,0,0
29/07/2015 12:00,1564,18,18,47.5,21.5,3,0,0,1
22/10/2015 07:00,2154,13.5,13.5,79.5,17,2,0,0,2
02/03/2015 01:00,49,5,1,78.5,19,1,0,0,0
21/09/2015 20:00,931,14,14,88,15,2,0,0,2
06/06/2016 22:00,794,14,14,82,14,1,0,0,1
01/04/2015 08:00,3473,7,2,57,34,1,0,0,0
17/11/2016 17:00,2651,10,6,67,33,7,0,0,2
30/07/2016 16:00,3972,22,21,45.5,12,1,0,1,1
02/02/2016 02:00,44,10,6.5,62,31.5,2,0,0,3
02/09/2015 12:00,1288,17,17,59.5,13,2,0,0,2
18/05/2016 09:00,1480,13,13,82,13,7,0,0,0
18/05/2015 18:00,3361,15,15,42,30.5,1,0,0,0
26/10/2016 08:00,4540,12,12,94,7,3,0,0,2
20/03/2015 06:00,472,5,2,87,12,3,0,0,0
01/07/2016 14:00,1126,17.5,17.5,73,20,7,0,0,1
23/03/2016 00:00,143,8,7,76,6.5,4,0,0,0
09/01/2015 11:00,806,13,13,67,28,1,0,0,3
10/11/2015 17:00,3173,15,15,82,21,3,0,0,2
27/11/2016 09:00,631,8,6,79,10,4,0,1,2
04/08/2016 16:00,2445,22.5,22.5,47,27,2,0,0,1
27/06/2016 09:00,2028,17.5,17.5,80.5,12,3,0,0,1
13/09/2015 11:00,1744,16,16,70,13,1,0,1,2
05/05/2015 10:00,806,14.5,14.5,67.5,38,7,0,0,0
09/04/2016 09:00,563,8,6,87,9,3,0,1,0
31/03/2016 18:00,3206,10.5,9.5,60,19.5,2,0,0,0
14/08/2016 03:00,307,17.5,17.5,59.5,10,3,0,1,1
17/01/2015 08:00,350,2.5,-1.5,67.5,15,1,0,1,3
16/03/2015 17:00,2760,7.5,4.5,73.5,19.5,3,0,0,0
13/02/2015 12:00,971,9,6,76,22,3,0,0,3
18/04/2015 04:00,97,6.5,4,78.5,14,3,0,1,0
18/12/2015 13:00,1360,14,14,72,20.5,3,0,0,3
30/08/2016 15:00,1895,26.5,26.5,33,9,1,0,0,1
04/06/2016 17:00,2620,18,18,80.5,10,4,0,1,1
20/11/2015 10:00,1016,10,7.5,62,21.5,2,0,0,2
28/08/2015 23:00,695,16,16,74.5,11,1,0,0,1
17/04/2016 14:00,2584,10.5,9.5,42,13,1,0,1,0
15/08/2016 23:00,405,16,16,77,11,1,0,0,1
02/02/2016 18:00,2600,8,4,55,27,1,0,0,3
12/05/2015 08:00,4413,13,13,63,22,2,0,0,0
26/12/2015 12:00,866,15,15,72,30,3,0,1,3
19/04/2016 07:00,2449,10,9,76,7,2,0,0,0
22/08/2016 19:00,2644,23,23,59,18.5,2,0,0,1
12/10/2015 02:00,64,9,8.5,82,3,2,0,0,2
27/01/2016 14:00,547,13,13,88,29.5,7,0,0,3
26/05/2016 08:00,4704,13,13,72,6,2,0,0,0
10/08/2015 09:00,2155,20.5,20.5,73.5,17,3,0,0,1
30/06/2016 11:00,1245,19.5,19.5,64,18,2,0,0,1
18/11/2016 23:00,500,5,2,76,11,1,0,0,2
08/11/2015 17:00,1149,17,17,77,25,3,0,1,2
19/12/2015 05:00,109,15,15,88,26,3,0,1,3
22/09/2015 01:00,109,11,11,91,10,1,0,0,2
03/06/2016 22:00,640,12,12,94,6.5,3,0,0,1
06/01/2015 23:00,212,4,1,84,12,1,0,0,3
25/10/2016 15:00,1425,14,14,69.5,7,1,0,0,2
19/11/2015 18:00,2656,11,11,79.5,18,2,0,0,2
25/06/2016 15:00,2524,17,17,68,11,7,0,1,1
13/05/2015 03:00,42,9,7.5,71,12,1,0,0,0
28/01/2015 20:00,854,4,-1,63,27,1,0,0,3
06/10/2016 12:00,1448,14,14,53,26,2,0,0,2
10/06/2016 06:00,699,13.5,13.5,85,7,1,0,0,1
15/04/2015 02:00,81,13,13,67,12,1,0,0,0
